,Initial_Reserve_Amount,Primary_Cause_of_Accident,Claimant_Age,Initial_Class_of_Claim,Repairable_Flag,Total_Loss_Flag,Claimant_State,Minor_Involved,Days_to_Int_Reserve_since_FNOL,Primary_Accident_Description,Initial_Attorney_Involvement,Total_People_Involved,Non_Drivable_Flag,Number_of_Injuries,Rate_Class,Hospital_Visit,Vehicle_Type,Pedestrian_Involvement,Combined_BI_Limits,Performance_Vehicle,Claimant_Injuries
18,4443,2,22,0,1,0,3,0,19,2,0,3,0,4,0,0,0,0,100000,0,1.0
493,25057,3,64,1,1,0,3,0,5,2,0,4,1,2,1,0,1,0,50000,0,2.0
1125,29555,3,29,0,1,0,3,0,1,1,0,3,0,2,2,0,1,0,100000,0,1.0
1404,24282,0,77,2,1,0,4,0,10,2,0,2,0,4,2,0,2,0,50000,0,1.0
2495,4840,3,42,2,1,0,1,0,14,1,0,3,0,1,1,0,0,0,100000,0,2.0
1832,13506,1,32,1,1,0,0,0,5,1,1,4,1,0,1,0,2,0,25000,0,3.0
2257,39904,2,62,0,1,0,2,0,22,0,0,2,0,1,2,0,3,0,50000,0,1.0
2234,28664,2,66,0,1,0,3,0,20,2,0,4,0,2,1,0,2,0,100000,0,2.0
3325,36945,3,35,0,0,0,0,0,15,1,1,4,0,4,2,0,3,0,100000,0,1.0
584,17820,1,76,1,0,0,0,0,7,2,0,1,0,0,2,0,3,0,50000,0,3.0
2805,35065,3,79,2,1,0,4,0,17,1,0,1,1,3,0,0,0,0,25000,0,2.0
687,26643,3,38,1,1,0,4,0,29,1,0,4,0,1,1,0,3,0,50000,0,2.0
2259,16895,3,38,0,0,0,1,0,23,0,0,2,1,3,2,0,2,0,25000,0,3.0
1659,23431,1,66,0,1,0,4,0,20,2,0,3,1,1,0,0,1,0,25000,0,1.0
2679,1801,0,70,0,0,0,3,0,1,2,1,1,1,2,0,0,0,0,100000,0,1.0
3350,5292,1,62,2,1,0,1,0,17,0,0,1,0,4,0,0,0,0,50000,0,1.0
1009,33953,1,36,0,0,0,1,0,22,2,0,2,0,3,0,0,2,0,25000,0,3.0
2953,22472,3,72,2,1,0,4,0,22,1,1,1,0,1,0,0,0,0,100000,0,1.0
360,39501,2,52,1,1,0,0,0,10,0,0,4,1,3,1,0,3,0,100000,0,2.0
3129,14253,0,70,1,1,0,3,0,19,2,0,2,1,3,2,0,0,0,25000,0,2.0
3356,711,1,71,1,1,0,1,0,25,0,1,3,0,0,2,0,0,0,50000,0,1.0
2358,21246,2,72,1,0,0,3,0,5,0,0,1,0,4,2,0,3,0,100000,0,3.0
1310,49296,1,68,1,1,0,4,0,9,2,0,4,1,2,0,0,1,0,100000,0,0.0
3035,16878,0,54,2,1,0,4,0,15,0,0,2,1,1,1,0,3,0,50000,0,1.0
1754,47393,0,32,0,1,0,3,0,2,2,0,4,0,3,0,0,0,0,25000,0,2.0
1886,23886,0,36,2,1,0,0,0,24,0,0,1,0,0,0,0,0,0,25000,0,2.0
2212,1594,1,43,1,0,0,2,0,22,2,0,3,1,1,2,0,3,0,100000,0,2.0
344,11054,1,73,2,1,0,4,0,11,2,0,1,0,1,2,0,1,0,25000,0,3.0
986,47741,0,24,1,1,0,1,0,14,0,0,3,0,0,0,0,2,0,25000,0,2.0
3031,1570,1,49,2,1,0,1,0,12,2,1,4,0,4,0,0,1,0,100000,0,2.0
743,20475,0,47,0,1,0,4,0,29,2,0,4,1,0,1,0,3,0,100000,0,3.0
2004,8612,1,28,0,1,0,3,0,12,2,0,1,0,0,2,0,3,0,25000,0,3.0
2037,10440,2,56,0,1,0,1,0,26,0,1,4,0,3,2,0,1,0,50000,0,2.0
1721,18757,2,38,1,0,0,1,0,12,1,0,2,0,0,0,0,1,0,100000,0,1.0
113,28143,2,28,2,1,0,3,0,4,2,0,2,0,4,0,0,2,0,50000,0,0.0
1437,1816,1,76,0,0,0,1,0,27,0,0,1,0,3,1,0,3,0,50000,0,2.0
2153,3664,0,76,0,1,0,4,0,27,1,0,4,0,3,1,0,0,0,100000,0,2.0
1241,9668,0,74,0,0,0,1,0,24,0,0,3,0,0,1,0,2,0,50000,0,1.0
1142,43539,0,73,1,1,0,3,0,12,2,0,1,0,1,1,0,1,0,50000,0,3.0
2221,40376,3,29,1,1,0,0,0,27,1,1,3,1,2,2,0,0,0,50000,0,3.0
1216,641,3,48,2,1,0,4,0,23,0,0,2,0,4,2,0,0,0,25000,0,1.0
1198,6950,1,40,2,0,0,4,0,27,0,1,3,0,0,2,0,2,0,25000,0,0.0
85,47525,1,79,2,0,0,4,0,3,1,0,2,1,2,0,0,1,0,100000,0,2.0
2372,17630,3,49,0,0,0,1,0,27,0,0,1,1,0,1,0,2,0,50000,0,2.0
2529,1015,0,66,1,1,0,2,0,9,2,0,1,1,1,1,0,3,0,25000,0,2.0
1381,27410,0,40,2,0,0,3,0,6,2,1,1,0,0,2,0,0,0,25000,0,3.0
1805,27548,1,53,2,1,0,2,0,4,2,0,4,0,1,1,0,0,0,100000,0,2.0
668,3880,1,67,1,1,0,2,0,10,0,0,3,1,1,2,0,3,0,100000,0,1.0
1014,35464,1,55,0,1,0,0,0,12,0,0,2,0,1,2,0,0,0,25000,0,2.0
128,35163,0,67,1,0,0,3,0,29,0,0,2,0,1,0,0,3,0,50000,0,3.0
1364,7769,2,24,2,1,0,4,0,15,2,0,4,1,1,2,0,3,0,25000,0,2.0
2902,26831,0,54,0,0,0,4,0,5,2,1,1,1,0,0,0,0,0,25000,0,0.0
1736,13761,2,20,1,1,0,4,0,16,2,1,2,0,2,0,0,0,0,100000,0,3.0
891,5395,1,40,1,0,0,3,0,14,0,0,1,0,3,2,0,3,0,25000,0,3.0
2370,47580,1,73,0,0,0,3,0,25,2,1,2,0,3,2,0,1,0,25000,0,1.0
1359,1707,3,31,2,1,0,4,0,1,0,0,4,0,3,2,0,1,0,100000,0,2.0
307,12515,3,51,0,1,0,3,0,1,2,0,1,0,1,1,0,0,0,25000,0,3.0
383,577,0,38,2,0,0,1,0,22,0,1,3,1,2,1,0,2,0,100000,0,2.0
150,8811,3,50,1,1,0,3,0,6,1,0,4,0,2,0,0,0,0,100000,0,2.0
1317,12451,3,30,2,1,0,0,0,27,2,0,2,0,1,2,0,1,0,100000,0,2.0
1451,28247,2,41,2,0,0,4,0,21,1,0,2,1,1,1,0,0,0,50000,0,2.0
2876,14015,0,73,1,0,0,0,0,11,0,0,2,1,3,1,0,1,0,50000,0,2.0
2402,48717,1,53,0,0,0,4,0,10,0,0,3,0,1,1,0,0,0,100000,0,2.0
426,35122,2,40,1,1,0,2,0,3,1,0,4,0,1,0,0,2,0,50000,0,2.0
494,29029,0,39,2,1,0,3,0,23,2,0,3,0,0,2,0,3,0,25000,0,2.0
1207,10294,3,71,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0,25000,0,2.0
2653,44381,1,38,0,1,0,4,0,24,2,1,4,1,0,2,0,1,0,50000,0,0.0
2279,21557,1,31,0,1,0,0,0,11,0,1,4,0,2,2,0,3,0,25000,0,3.0
1208,33709,3,78,1,1,0,4,0,20,0,0,3,0,0,0,0,3,0,25000,0,0.0
2802,16232,3,26,0,1,0,0,0,27,2,0,4,1,3,1,0,2,0,100000,0,2.0
2969,30492,3,51,1,1,0,0,0,29,1,0,4,1,3,1,0,0,0,50000,0,2.0
3554,6784,2,26,1,1,0,4,0,25,1,0,3,1,4,1,0,3,0,100000,0,1.0
2987,4675,1,53,1,1,0,1,0,5,1,1,2,0,1,1,0,3,0,100000,0,3.0
1239,45400,1,58,0,1,0,2,0,2,0,0,3,0,1,2,0,1,0,100000,0,1.0
2357,18850,0,24,1,1,0,3,0,22,0,1,2,1,4,2,0,3,0,25000,0,0.0
3377,30274,3,75,2,1,0,2,0,5,1,0,2,0,0,1,0,0,0,100000,0,1.0
275,6213,1,70,1,0,0,1,0,1,0,0,2,0,4,2,0,0,0,25000,0,3.0
489,13721,2,27,2,1,0,4,0,28,1,1,3,1,3,2,0,3,0,25000,0,1.0
1829,3806,2,43,0,1,0,4,0,25,1,1,2,1,1,1,0,0,0,100000,0,2.0
1229,43972,3,79,1,1,0,1,0,16,2,1,1,1,1,2,0,3,0,100000,0,1.0
690,21081,2,62,2,0,0,0,0,8,1,0,1,1,4,1,0,3,0,25000,0,2.0
2817,45057,0,79,0,1,0,2,0,1,2,0,1,1,4,1,0,0,0,50000,0,2.0
2451,47615,1,36,1,1,0,1,0,26,1,0,4,0,3,0,0,1,0,100000,0,1.0
3381,3013,3,68,2,1,0,2,0,7,2,1,2,1,2,0,0,2,0,50000,0,3.0
2862,9645,1,53,2,1,0,3,0,7,0,1,4,0,1,1,0,2,0,100000,0,2.0
2912,39788,2,42,0,0,0,1,0,24,0,1,1,1,2,2,0,0,0,100000,0,2.0
2890,42970,0,65,1,1,0,0,0,1,1,0,4,0,0,0,0,0,0,25000,0,1.0
1058,29697,0,22,1,1,0,0,0,29,0,1,4,0,2,2,0,1,0,25000,0,3.0
118,34328,1,42,1,1,0,2,0,17,0,1,3,0,0,2,0,0,0,25000,0,1.0
1024,45768,3,18,0,0,0,0,0,11,0,0,2,0,1,2,0,3,0,100000,0,1.0
2024,48074,0,62,2,1,0,1,0,18,0,1,4,1,2,1,0,2,0,100000,0,1.0
281,904,2,21,2,0,0,4,0,2,0,1,3,0,4,1,0,2,0,50000,0,2.0
2159,7019,1,63,1,0,0,3,0,29,1,0,4,0,1,1,0,0,0,100000,0,3.0
1316,1429,1,27,1,1,0,1,0,14,2,0,1,0,3,1,0,3,0,50000,0,2.0
3655,31294,0,78,0,1,0,4,0,11,2,1,1,1,4,1,0,0,0,100000,0,3.0
968,25864,2,48,0,1,0,3,0,27,0,0,3,1,1,2,0,0,0,50000,0,1.0
1665,46333,3,42,0,0,0,3,0,29,2,1,4,0,2,2,0,3,0,25000,0,3.0
1738,41580,3,59,1,0,0,3,0,4,2,0,1,1,1,2,0,2,0,100000,0,1.0
3364,24019,2,21,1,1,0,4,0,21,0,0,4,0,1,2,0,2,0,50000,0,1.0
2127,15586,2,57,2,0,0,2,0,12,0,1,1,0,3,2,0,2,0,50000,0,3.0
619,3219,1,61,1,1,0,3,0,25,2,1,2,1,1,2,0,1,0,100000,0,1.0
3015,39835,0,31,1,1,0,2,0,14,2,1,1,0,1,2,0,0,0,100000,0,2.0
155,25816,0,62,0,1,0,4,0,11,2,1,1,0,3,2,0,3,0,50000,0,3.0
3585,20893,0,62,0,1,0,3,0,13,1,0,4,0,3,0,0,0,0,100000,0,2.0
1655,45770,3,65,1,1,0,2,0,9,0,0,3,1,2,0,0,2,0,50000,0,1.0
2269,18153,1,23,2,1,0,0,0,4,2,0,4,0,0,1,0,1,0,100000,0,2.0
304,43588,1,45,1,1,0,4,0,19,1,1,2,1,3,0,0,0,0,100000,0,1.0
3116,15016,3,24,2,1,0,0,0,12,1,1,4,0,3,0,0,3,0,100000,0,2.0
3121,20142,0,41,0,1,0,1,0,6,2,1,2,1,2,2,0,1,0,100000,0,0.0
3526,37328,3,18,1,0,0,3,0,22,2,0,2,1,2,1,0,1,0,25000,0,2.0
3675,20729,0,27,0,1,0,4,0,7,1,1,3,0,4,0,0,3,0,50000,0,0.0
2741,5420,3,44,2,0,0,4,0,2,2,0,2,0,4,2,0,3,0,50000,0,2.0
1307,3767,1,19,1,1,0,4,0,10,2,0,1,0,1,2,0,2,0,25000,0,2.0
2059,42858,0,31,1,0,0,0,0,9,2,1,4,1,3,0,0,3,0,25000,0,0.0
575,4994,2,53,1,1,0,1,0,4,0,0,4,1,2,1,0,0,0,50000,0,2.0
2400,39633,0,47,1,1,0,1,0,21,0,1,3,0,3,2,0,2,0,100000,0,2.0
3148,30961,3,47,1,1,0,4,0,2,1,0,1,0,3,1,0,0,0,100000,0,1.0
3212,6593,2,45,1,1,0,0,0,16,1,1,2,1,3,1,0,1,0,25000,0,2.0
1299,11016,2,58,1,1,0,1,0,26,1,0,3,0,2,0,0,2,0,50000,0,1.0
132,36277,3,61,2,1,0,0,0,21,2,0,3,1,1,1,0,3,0,25000,0,2.0
1993,9097,2,60,0,1,0,3,0,7,2,1,1,1,1,2,0,2,0,100000,0,1.0
2946,31599,2,73,1,0,0,3,0,17,2,0,2,0,0,1,0,3,0,50000,0,2.0
2396,16348,1,75,0,1,0,1,0,26,1,1,4,1,1,0,0,3,0,25000,0,1.0
843,37884,0,69,2,0,0,0,0,25,2,0,4,0,4,1,0,2,0,50000,0,3.0
2550,43098,3,32,0,0,0,2,0,1,0,0,3,0,1,2,0,1,0,100000,0,1.0
1898,4978,0,59,1,0,0,3,0,20,1,1,1,1,1,0,0,0,0,25000,0,1.0
269,19629,1,43,1,0,0,0,0,20,0,0,2,0,3,2,0,0,0,100000,0,2.0
629,33839,1,37,0,0,0,1,0,6,0,0,1,1,0,2,0,0,0,50000,0,1.0
1033,23156,0,65,1,1,0,2,0,3,1,0,1,0,2,0,0,0,0,100000,0,2.0
2132,10390,3,65,1,1,0,2,0,26,0,0,1,0,4,1,0,2,0,50000,0,1.0
286,39257,2,41,1,0,0,3,0,28,2,1,4,0,4,1,0,2,0,25000,0,1.0
1326,26333,0,39,0,1,0,4,0,2,2,0,4,0,3,0,0,2,0,25000,0,2.0
3042,9719,3,29,2,1,0,4,0,22,1,0,2,0,2,1,0,0,0,25000,0,2.0
300,42789,0,30,2,1,0,2,0,23,1,0,3,0,0,2,0,0,0,25000,0,2.0
2921,40716,2,61,1,1,0,3,0,8,0,0,3,0,0,0,0,1,0,50000,0,3.0
3301,1709,3,74,0,0,0,1,0,2,0,0,1,1,3,2,0,1,0,25000,0,2.0
1447,15733,1,24,2,1,0,0,0,12,2,0,3,0,2,0,0,1,0,50000,0,1.0
1472,43611,2,53,0,1,0,2,0,23,0,1,4,1,3,0,0,2,0,25000,0,2.0
2608,38833,0,26,2,1,0,3,0,1,2,0,1,0,3,0,0,1,0,50000,0,2.0
3294,20890,1,44,1,1,0,1,0,22,0,0,3,0,0,1,0,1,0,25000,0,2.0
3386,42454,3,19,2,0,0,2,0,14,0,0,2,0,2,0,0,2,0,25000,0,1.0
65,47823,3,38,0,1,0,4,0,4,0,0,2,0,0,1,0,3,0,25000,0,1.0
2720,20528,0,50,1,1,0,4,0,2,2,0,1,1,2,0,0,0,0,100000,0,1.0
890,33416,1,69,2,1,0,2,0,16,2,0,4,1,1,2,0,2,0,25000,0,3.0
3097,22949,0,54,2,1,0,2,0,8,1,0,3,0,2,0,0,0,0,25000,0,1.0
3193,9818,0,35,0,1,0,1,0,4,0,0,4,0,1,2,0,2,0,25000,0,3.0
2578,16359,0,24,0,1,0,1,0,5,2,1,3,0,1,2,0,3,0,100000,0,2.0
1846,45016,1,19,2,0,0,3,0,28,0,0,4,0,3,1,0,0,0,100000,0,2.0
230,44761,1,38,0,1,0,3,0,9,1,1,3,0,3,2,0,2,0,100000,0,3.0
503,36897,0,70,0,0,0,3,0,5,0,0,4,0,0,1,0,1,0,50000,0,2.0
1833,27031,3,73,1,1,0,0,0,2,1,1,1,0,2,2,0,1,0,25000,0,1.0
3265,36194,0,35,1,1,0,4,0,11,1,0,2,1,2,2,0,1,0,100000,0,1.0
380,31023,2,63,1,1,0,0,0,13,0,0,2,0,2,2,0,0,0,100000,0,2.0
1525,29790,0,34,2,1,0,2,0,23,2,1,3,1,1,1,0,0,0,25000,0,1.0
2115,34283,2,27,1,1,0,0,0,13,2,1,1,0,3,2,0,3,0,50000,0,2.0
1859,12726,0,57,2,1,0,3,0,19,2,0,1,0,3,1,0,2,0,50000,0,2.0
1004,40396,2,18,1,0,0,0,0,25,1,1,4,1,3,1,0,3,0,50000,0,3.0
836,23986,1,72,0,1,0,0,0,15,2,0,4,1,3,1,0,0,0,50000,0,2.0
3640,31098,0,76,1,1,0,2,0,17,0,1,4,0,0,0,0,3,0,25000,0,2.0
374,735,3,64,1,0,0,3,0,10,1,0,2,0,4,0,0,1,0,100000,0,1.0
2112,49817,3,53,2,0,0,0,0,8,1,0,1,0,4,0,0,0,0,25000,0,2.0
2589,42767,1,42,0,1,0,4,0,24,0,0,1,0,1,2,0,0,0,100000,0,1.0
2716,11254,0,67,0,0,0,0,0,9,1,0,1,0,2,1,0,1,0,100000,0,2.0
939,27215,0,38,2,1,0,1,0,15,0,0,1,1,4,1,0,0,0,100000,0,2.0
1321,6244,2,74,0,0,0,1,0,27,1,0,2,0,3,2,0,1,0,50000,0,1.0
3287,19860,2,69,1,0,0,2,0,10,1,0,2,0,1,1,0,2,0,100000,0,1.0
2540,49123,2,78,2,1,0,1,0,23,1,1,2,0,3,0,0,0,0,100000,0,2.0
751,35546,1,26,0,1,0,1,0,6,0,0,2,1,2,1,0,2,0,50000,0,2.0
99,12469,1,53,2,1,0,3,0,24,1,0,4,1,2,2,0,1,0,100000,0,3.0
1543,1696,2,33,2,1,0,0,0,28,2,0,3,0,4,0,0,3,0,25000,0,3.0
2312,14752,0,33,0,1,0,0,0,15,2,1,1,0,4,0,0,3,0,100000,0,3.0
866,34393,3,71,2,1,0,3,0,16,1,0,4,1,4,2,0,2,0,25000,0,1.0
910,49063,3,70,0,1,0,4,0,28,2,0,1,1,2,1,0,1,0,50000,0,2.0
2005,3629,3,24,1,0,0,2,0,28,2,0,2,0,0,1,0,2,0,50000,0,1.0
1575,15542,3,67,0,0,0,3,0,22,2,0,2,0,3,1,0,2,0,100000,0,3.0
529,40387,2,61,1,1,0,2,0,23,0,1,4,0,4,2,0,3,0,25000,0,1.0
1260,31002,0,51,0,0,0,1,0,14,1,0,2,1,3,1,0,1,0,50000,0,1.0
1801,31198,0,67,2,1,0,4,0,21,1,0,4,1,0,1,0,1,0,100000,0,2.0
2258,40630,0,33,1,1,0,1,0,22,0,1,2,0,2,2,0,2,0,50000,0,1.0
636,7991,2,36,0,1,0,1,0,4,2,0,4,0,1,1,0,3,0,100000,0,3.0
1269,16518,1,44,1,0,0,2,0,26,1,0,2,1,4,0,0,2,0,25000,0,2.0
185,18571,3,64,2,1,0,3,0,27,2,0,3,0,0,1,0,1,0,25000,0,1.0
2313,21816,2,67,2,1,0,1,0,23,0,0,4,0,4,1,0,1,0,50000,0,1.0
1798,34084,2,19,2,1,0,4,0,26,2,0,3,0,4,0,0,3,0,100000,0,2.0
2281,16495,1,62,1,1,0,2,0,18,2,0,2,0,4,0,0,2,0,25000,0,3.0
931,23812,1,66,0,1,0,4,0,15,2,1,2,1,1,0,0,0,0,50000,0,2.0
1441,26099,0,29,1,1,0,2,0,4,0,0,3,0,1,0,0,0,0,25000,0,1.0
2247,25381,0,70,0,1,0,3,0,25,2,1,3,1,2,2,0,1,0,100000,0,3.0
3055,38583,1,62,1,0,0,3,0,6,1,1,3,1,0,0,0,2,0,25000,0,3.0
2596,18219,2,38,1,0,0,3,0,29,1,0,2,0,4,1,0,2,0,50000,0,2.0
1535,25032,0,35,0,1,0,3,0,23,0,0,3,1,0,2,0,3,0,50000,0,3.0
865,38967,0,23,1,0,0,0,0,13,2,0,3,0,0,0,0,3,0,50000,0,0.0
2934,41366,0,34,0,1,0,1,0,17,2,0,3,0,0,0,0,0,0,100000,0,3.0
1273,16312,2,49,0,0,0,4,0,19,2,0,2,1,1,2,0,1,0,100000,0,3.0
3237,37883,1,44,0,1,0,4,0,4,2,0,1,0,3,1,0,2,0,25000,0,2.0
2749,17808,2,74,2,0,0,1,0,25,2,1,2,0,1,2,0,2,0,25000,0,1.0
607,19629,0,57,1,1,0,2,0,21,0,0,3,0,2,0,0,1,0,25000,0,2.0
2184,34316,0,51,1,1,0,4,0,8,2,0,4,1,4,0,0,2,0,50000,0,3.0
1712,33958,3,76,0,1,0,2,0,20,2,1,3,0,4,2,0,3,0,100000,0,0.0
1964,34557,1,48,1,1,0,2,0,27,1,0,3,1,4,0,0,1,0,50000,0,2.0
151,17714,0,37,2,1,0,4,0,25,0,0,1,1,1,2,0,0,0,50000,0,2.0
3210,2120,0,48,0,1,0,4,0,6,2,1,1,0,4,0,0,0,0,25000,0,3.0
2626,16874,2,34,0,1,0,3,0,20,1,0,1,1,4,2,0,1,0,100000,0,2.0
2010,48856,2,21,2,1,0,1,0,12,0,1,1,0,2,1,0,3,0,25000,0,2.0
2355,49494,0,52,0,1,0,1,0,20,1,0,2,0,3,0,0,2,0,100000,0,1.0
731,47304,2,43,0,0,0,2,0,6,0,0,3,1,2,1,0,3,0,100000,0,2.0
2406,10573,1,68,1,0,0,0,0,29,0,0,1,1,4,2,0,1,0,25000,0,1.0
2341,45450,2,58,2,1,0,4,0,17,1,0,2,1,4,1,0,1,0,50000,0,1.0
3343,34188,3,55,1,1,0,1,0,25,0,0,4,0,4,2,0,3,0,50000,0,1.0
23,661,0,70,0,1,0,3,0,25,2,0,1,1,1,0,0,1,0,100000,0,3.0
3084,29166,2,23,2,1,0,2,0,14,1,1,1,1,3,1,0,1,0,100000,0,1.0
158,1650,2,31,0,1,0,2,0,9,0,1,2,0,1,1,0,3,0,25000,0,1.0
1748,33463,1,59,1,1,0,4,0,8,1,0,3,0,3,1,0,0,0,50000,0,2.0
861,34037,2,34,0,1,0,2,0,9,1,0,3,0,4,1,0,0,0,50000,0,1.0
2138,49491,0,74,0,1,0,4,0,7,1,1,2,0,0,1,0,3,0,25000,0,3.0
902,30119,1,50,1,1,0,3,0,5,2,0,4,0,2,0,0,2,0,25000,0,3.0
352,617,0,79,2,0,0,4,0,1,1,0,4,0,0,1,0,3,0,50000,0,2.0
1230,49937,0,46,2,1,0,1,0,25,2,0,1,1,1,0,0,2,0,100000,0,3.0
2763,18600,3,76,0,1,0,2,0,10,0,0,4,1,4,0,0,1,0,50000,0,2.0
444,10895,3,62,1,1,0,2,0,4,0,1,3,0,1,1,0,2,0,50000,0,2.0
3600,43399,1,61,1,0,0,1,0,19,0,0,2,0,3,0,0,0,0,50000,0,2.0
754,14260,2,18,2,1,0,4,0,9,1,1,1,1,2,0,0,0,0,25000,0,0.0
1737,11673,3,45,1,1,0,4,0,27,1,1,2,0,0,0,0,2,0,100000,0,3.0
923,25532,0,32,0,1,0,2,0,21,2,1,1,1,1,1,0,2,0,50000,0,2.0
1666,23193,2,57,2,1,0,0,0,7,1,1,1,1,3,2,0,2,0,100000,0,3.0
3641,14929,0,40,2,1,0,2,0,19,2,0,1,0,2,0,0,2,0,25000,0,0.0
2580,28850,3,34,0,0,0,4,0,28,0,0,4,1,1,0,0,0,0,50000,0,0.0
311,41740,0,26,1,1,0,0,0,21,1,0,4,1,4,0,0,3,0,25000,0,2.0
1375,35131,2,19,1,1,0,2,0,29,1,1,2,0,2,2,0,2,0,50000,0,1.0
548,1114,0,50,0,0,0,2,0,23,1,0,3,0,4,1,0,1,0,50000,0,3.0
2446,14808,2,53,1,1,0,2,0,3,2,0,2,1,2,0,0,3,0,25000,0,1.0
1746,16454,0,22,1,1,0,4,0,23,1,1,2,1,2,2,0,3,0,25000,0,2.0
2124,44394,3,29,0,0,0,1,0,18,0,1,3,0,1,2,0,3,0,25000,0,3.0
2880,12093,0,73,1,1,0,4,0,19,2,0,1,1,0,2,0,1,0,100000,0,3.0
306,20463,3,18,2,1,0,3,0,14,0,1,1,0,3,2,0,1,0,25000,0,2.0
287,24074,2,70,1,0,0,2,0,2,0,1,3,0,2,1,0,3,0,25000,0,1.0
694,30281,0,23,1,1,0,4,0,26,2,1,3,0,4,1,0,3,0,25000,0,3.0
308,6738,3,18,2,1,0,0,0,19,2,0,3,1,4,2,0,2,0,50000,0,2.0
2704,49678,0,20,1,1,0,0,0,3,1,1,4,0,1,2,0,1,0,50000,0,2.0
1756,45395,1,62,0,0,0,1,0,11,2,0,2,1,2,2,0,1,0,100000,0,3.0
2834,39468,2,29,1,0,0,0,0,28,2,0,3,1,0,1,0,2,0,25000,0,1.0
2337,44731,1,60,0,1,0,1,0,6,1,0,1,0,2,1,0,3,0,100000,0,2.0
749,33281,2,71,2,0,0,2,0,3,2,0,1,0,4,0,0,2,0,50000,0,0.0
1590,46399,1,47,1,1,0,4,0,1,0,0,3,1,1,2,0,3,0,50000,0,1.0
1170,2398,2,64,1,1,0,2,0,2,2,0,3,0,3,2,0,2,0,25000,0,3.0
1874,865,1,40,2,1,0,0,0,7,2,0,3,1,4,2,0,0,0,100000,0,3.0
1266,49562,2,66,0,1,0,3,0,7,1,1,4,0,2,2,0,2,0,100000,0,2.0
1991,3762,1,48,2,1,0,2,0,28,0,1,2,0,3,2,0,1,0,25000,0,3.0
2696,15320,0,23,2,0,0,4,0,5,0,0,2,0,3,1,0,0,0,25000,0,2.0
908,26209,0,35,0,1,0,3,0,29,2,1,4,0,0,2,0,3,0,25000,0,1.0
3363,15342,0,34,1,0,0,2,0,13,2,0,2,0,3,0,0,1,0,25000,0,2.0
86,47754,3,61,2,0,0,2,0,18,2,0,1,1,1,0,0,2,0,50000,0,1.0
2910,25843,3,36,2,1,0,1,0,9,2,1,4,0,0,1,0,2,0,100000,0,1.0
1936,17348,0,71,2,1,0,4,0,23,2,0,3,1,2,2,0,1,0,50000,0,2.0
3046,19125,2,21,1,0,0,3,0,6,1,0,1,0,4,2,0,1,0,50000,0,1.0
970,29102,0,76,1,1,0,1,0,5,2,0,3,0,4,0,0,2,0,25000,0,1.0
13,43823,2,75,2,1,0,2,0,26,1,0,2,0,0,0,0,1,0,100000,0,3.0
873,5551,0,34,1,1,0,2,0,25,0,0,2,1,1,0,0,0,0,100000,0,2.0
1723,36085,2,59,1,1,0,3,0,9,0,0,2,1,1,2,0,0,0,25000,0,3.0
808,11707,0,32,2,1,0,1,0,16,2,0,3,1,0,1,0,2,0,50000,0,1.0
3154,11937,2,59,0,1,0,0,0,25,2,1,1,0,1,2,0,0,0,25000,0,2.0
514,47804,1,25,2,0,0,3,0,8,1,1,2,1,1,1,0,2,0,25000,0,2.0
2947,36419,0,73,0,1,0,1,0,16,1,1,3,0,1,1,0,0,0,50000,0,1.0
409,49997,1,33,2,1,0,2,0,1,0,0,1,1,1,2,0,1,0,50000,0,2.0
2364,12326,3,56,0,1,0,1,0,20,0,0,2,0,2,0,0,2,0,25000,0,3.0
1337,21800,0,56,2,0,0,3,0,11,2,0,4,1,2,1,0,1,0,50000,0,1.0
1413,19191,0,33,1,1,0,1,0,4,0,1,4,1,4,0,0,0,0,50000,0,2.0
2769,29738,3,61,0,1,0,3,0,27,1,1,2,0,4,1,0,3,0,100000,0,2.0
1977,49055,0,53,1,1,0,0,0,26,0,0,1,0,1,2,0,2,0,50000,0,1.0
3156,13416,1,54,2,1,0,0,0,2,0,0,4,1,3,2,0,2,0,50000,0,3.0
2322,30925,3,73,0,0,0,0,0,17,0,0,3,1,0,1,0,0,0,100000,0,3.0
6,38319,1,75,0,1,0,2,0,25,2,0,2,1,1,0,0,3,0,25000,0,2.0
382,19782,2,28,2,0,0,2,0,18,1,1,4,0,2,0,0,2,0,25000,0,1.0
2218,25360,2,53,1,1,0,1,0,9,1,0,4,1,1,1,0,2,0,50000,0,3.0
2684,9183,1,52,2,1,0,0,0,4,1,0,3,1,1,1,0,3,0,25000,0,3.0
1938,34498,3,43,1,1,0,2,0,6,2,0,4,1,2,0,0,2,0,25000,0,2.0
2016,29184,3,28,2,0,0,3,0,3,1,1,4,1,0,0,0,2,0,100000,0,1.0
3427,29559,0,22,2,1,0,3,0,16,2,0,1,0,4,2,0,2,0,25000,0,1.0
1713,25569,0,20,2,1,0,1,0,20,1,1,3,0,4,1,0,1,0,25000,0,2.0
2464,49164,1,27,2,1,0,0,0,23,2,0,4,1,1,1,0,2,0,100000,0,1.0
2053,24923,0,78,0,1,0,2,0,20,2,1,3,1,3,0,0,2,0,100000,0,2.0
1393,21781,0,64,1,1,0,4,0,19,0,1,3,0,0,1,0,1,0,25000,0,1.0
